No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,,,Time 2,Time 2,,Delay,,Delay 2,Delay 1,,Jitter
206,2.369656,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
207,2.369656,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
208,2.369656,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
209,2.369656,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
210,2.369656,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
211,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
212,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
213,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
214,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
215,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
216,2.370658,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
217,2.371292,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
218,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
219,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
220,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
221,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
222,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
223,2.371584,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
224,2.372043,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
225,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
226,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
227,2.373681,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
228,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
229,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
230,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
231,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
232,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
233,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
234,2.373668,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
235,2.374567,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
236,2.374567,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
237,2.374567,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
238,2.374567,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
239,2.374567,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
240,2.374951,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
241,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
242,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
243,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
244,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
245,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
246,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
247,2.3756,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
248,2.376318,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
249,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
250,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
251,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
252,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
253,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
254,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
255,2.37769,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
256,2.378247,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
257,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
258,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
259,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
260,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
261,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
262,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
263,2.378596,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
264,2.379079,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
265,2.379602,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
266,2.379602,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
267,2.379602,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
268,2.379602,118.98.109.82,192.168.1.6,UDP,596,443  >  61674 Len=554,,,,,,,,,,,,,,,,,,,,
269,2.379602,118.98.109.82,192.168.1.6,UDP,69,443  >  61674 Len=27,,,,,,,,,,,,,,,,,,,,
270,2.379602,118.98.109.82,192.168.1.6,UDP,68,443  >  61674 Len=26,,,,,,,,,,,,,,,,,,,,
271,2.38016,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
272,2.383222,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
273,3.457233,69.171.250.60,192.168.1.6,TLSv1.2,1286,Application Data,,,,,,,,,,,,,,,,,,,,
274,3.540819,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=2791 Win=511 Len=0,,,,,,,,,,,,,,,,,,,,
275,5.349307,69.171.250.60,192.168.1.6,TLSv1.2,1302,Application Data,,,,,,,,,,,,,,,,,,,,
276,5.444294,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=4039 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
277,6.421608,69.171.250.60,192.168.1.6,TLSv1.2,422,Application Data,,,,,,,,,,,,,,,,,,,,
278,6.542651,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=4407 Win=515 Len=0,,,,,,,,,,,,,,,,,,,,
279,7.04461,192.168.1.6,69.171.250.60,TLSv1.2,298,Application Data,,,,,,,,,,,,,,,,,,,,
280,7.044836,192.168.1.6,69.171.250.60,TLSv1.2,93,Application Data,,,,,,,,,,,,,,,,,,,,
281,7.062701,69.171.250.60,192.168.1.6,TLSv1.2,89,Application Data,,,,,,,,,,,,,,,,,,,,
282,7.063766,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=36 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
283,7.063766,69.171.250.60,192.168.1.6,TLSv1.2,1446,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
284,7.063856,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=2820 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
285,7.064979,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=2820 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
286,7.064979,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=4212 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
287,7.065068,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=5604 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
288,7.06553,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=5604 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
289,7.06553,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=6996 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
290,7.06553,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=8388 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
291,7.06553,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=9780 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
292,7.065652,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=11172 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
293,7.066588,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=11172 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
294,7.066686,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=12564 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
295,7.067615,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=12564 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
296,7.067615,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=13956 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
297,7.067615,69.171.250.60,192.168.1.6,TLSv1.2,1446,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
298,7.067754,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=16740 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
299,7.068542,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=16740 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
300,7.068542,69.171.250.60,192.168.1.6,TLSv1.2,1446,Application Data [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
301,7.068638,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=19524 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
302,7.069015,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=19524 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
303,7.069015,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=20916 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
304,7.069015,69.171.250.60,192.168.1.6,TCP,1446,443  >  50889 [ACK] Seq=22308 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
305,7.069081,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=23700 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
306,7.069244,69.171.250.60,192.168.1.6,TCP,1446,"443  >  50889 [PSH, ACK] Seq=23700 Ack=284 Win=269 Len=1392 [TCP segment of a reassembled PDU]",,,,,,,,,,,,,,,,,,,,
307,7.069347,69.171.250.60,192.168.1.6,TLSv1.2,471,"Application Data, Application Data",,,,,,,,,,,,,,,,,,,,
308,7.069369,192.168.1.6,69.171.250.60,TCP,54,50889  >  443 [ACK] Seq=284 Ack=25509 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
309,7.348782,69.171.250.60,192.168.1.6,TLSv1.2,694,Application Data,,,,,,,,,,,,,,,,,,,,
310,7.446453,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=5047 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,
311,8.642686,69.171.250.60,192.168.1.6,TLSv1.2,154,Application Data,,,,,,,,,,,,,,,,,,,,
312,8.839715,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=5147 Win=512 Len=0,,,,,,,,,,,,,,,,,,,,
313,8.848733,69.171.250.60,192.168.1.6,TLSv1.2,154,"[TCP Spurious Retransmission] , Application Data",,,,,,,,,,,,,,,,,,,,
314,8.848805,192.168.1.6,69.171.250.60,TCP,66,[TCP Dup ACK 312#1] 50826  >  443 [ACK] Seq=1 Ack=5147 Win=512 Len=0 SLE=5047 SRE=5147,,,,,,,,,,,,,,,,,,,,
315,9.532423,69.171.250.60,192.168.1.6,TLSv1.2,484,Application Data,,,,,,,,,,,,,,,,,,,,
316,9.642418,192.168.1.6,69.171.250.60,TCP,54,50826  >  443 [ACK] Seq=1 Ack=5577 Win=516 Len=0,,,,,,,,,,,,,,,,,,,,
317,9.910496,192.168.1.6,74.125.130.94,TCP,55,50874  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1 [TCP segment of a reassembled PDU],,,,,,,,,,,,,,,,,,,,
318,9.928365,74.125.130.94,192.168.1.6,TCP,66,443  >  50874 [ACK] Seq=1 Ack=2 Win=340 Len=0 SLE=1 SRE=2,,,,,,,,,,,,,,,,,,,,
319,12.813577,192.168.1.6,118.98.109.82,UDP,766,61674  >  443 Len=724,,,,,,,,,,,,,,,,,,,,
320,12.817523,118.98.109.82,192.168.1.6,UDP,167,443  >  61674 Len=125,,,,,,,,,,,,,,,,,,,,
321,12.817523,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
322,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
323,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
324,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
325,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
326,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
327,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
328,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
329,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
330,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
331,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
332,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
333,12.819599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
334,12.820214,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
335,12.820497,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
336,12.820497,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
337,12.820507,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
338,12.820497,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
339,12.820497,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
340,12.82158,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
341,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
342,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
343,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
344,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
345,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
346,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
347,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
348,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
349,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
350,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
351,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
352,12.822612,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
353,12.823213,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
354,12.823515,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
355,12.823515,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
356,12.823515,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
357,12.823515,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
358,12.824564,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
359,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
360,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
361,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
362,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
363,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
364,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
365,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
366,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
367,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
368,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
369,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
370,12.825599,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
371,12.826274,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
372,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
373,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
374,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
375,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
376,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
377,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
378,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
379,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
380,12.827565,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
381,12.82812,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
382,12.828507,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
383,12.828507,118.98.109.82,192.168.1.6,DCP-PFT,1392,,,,,,,,,,,,,,,,,,,,,
384,12.828507,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
385,12.828923,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
386,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
387,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
388,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
389,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
390,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
391,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
392,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
393,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
394,12.830629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
395,12.831175,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
396,12.831547,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
397,12.832641,192.168.1.6,118.98.109.82,UDP,75,61674  >  443 Len=33,,,,,,,,,,,,,,,,,,,,
398,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
399,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
400,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
401,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
402,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
403,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
404,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
405,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
406,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
407,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
408,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
409,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
410,12.834629,118.98.109.82,192.168.1.6,UDP,1392,443  >  61674 Len=1350,,,,,,,,,,,,,,,,,,,,
